England  UK,83,Penzance,17/06/2018,17/06/2018 16:34:31,17/06/2018 19:59:30,12299,17/06/2018 16:55:45,17/06/2018 18:02:17,17/06/2018 18:17:44,17/06/2018 18:23:29,345,17/06/2018 18:25:12,17/06/2018 18:30:09,297,D2.4.50
England  UK,84,Dudley,17/06/2018,17/06/2018 16:15:00,17/06/2018 17:54:13,5953,17/06/2018 16:45:44,17/06/2018 17:09:58,17/06/2018 17:14:14,17/06/2018 17:18:43,269,17/06/2018 17:19:09,17/06/2018 17:21:44,155,D2.4.50
England  UK,85,Ealing Broadway,17/06/2018,17/06/2018 18:13:14,17/06/2018 19:41:11,5277,17/06/2018 18:48:25,17/06/2018 19:04:36,17/06/2018 19:08:01,17/06/2018 19:11:40,219,17/06/2018 19:12:07,17/06/2018 19:14:04,117,D2.4.50
England  UK,86,Frome,17/06/2018,17/06/2018 17:42:29,17/06/2018 18:43:11,3642,17/06/2018 18:13:30,17/06/2018 18:23:52,17/06/2018 18:27:18,17/06/2018 18:31:21,243,17/06/2018 18:31:42,17/06/2018 18:34:07,145,D2.4.50
England  UK,87,Gloucester,17/06/2018,17/06/2018 17:04:50,0,0,17/06/2018 17:51:30,0,17/06/2018 18:45:08,17/06/2018 18:49:52,284,0,0,0,D2.4.50
Channel Islands,88,Guernsey,17/06/2018,0,0,0,0,0,0,0,0,0,0,0,D2.4.50
England  UK,91,Weymouth,17/06/2018,17/06/2018 16:10:17,17/06/2018 17:40:12,5395,17/06/2018 16:31:12,17/06/2018 16:53:08,17/06/2018 16:57:23,0,0,17/06/2018 16:59:33,17/06/2018 17:02:25,172,D2.4.50
England  UK,93,Bristol City Centre,17/06/2018,17/06/2018 17:26:07,17/06/2018 19:42:42,8195,17/06/2018 17:54:25,17/06/2018 18:38:21,17/06/2018 18:45:47,17/06/2018 18:50:25,278,17/06/2018 18:50:40,17/06/2018 18:53:45,185,D2.4.50
England  UK,95,Wigan,17/06/2018,17/06/2018 20:20:28,0,0,17/06/2018 21:00:59,0,17/06/2018 21:12:55,17/06/2018 21:17:59,304,0,0,0,D2.4.50
Scotland  UK,96,Aberdeen,17/06/2018,17/06/2018 16:41:02,17/06/2018 18:36:52,6950,17/06/2018 17:04:02,17/06/2018 17:33:41,17/06/2018 17:41:16,17/06/2018 17:45:06,230,17/06/2018 17:45:19,17/06/2018 17:48:23,184,D2.4.50
England  UK,97,Blackburn,17/06/2018,17/06/2018 16:08:42,0,0,17/06/2018 16:30:50,0,17/06/2018 16:35:05,17/06/2018 16:38:23,198,0,0,0,D2.4.50
Scotland  UK,99,Cumbernauld,17/06/2018,17/06/2018 17:12:21,17/06/2018 18:20:38,4097,17/06/2018 17:47:08,17/06/2018 18:02:50,17/06/2018 18:06:55,17/06/2018 18:11:24,269,17/06/2018 18:11:47,17/06/2018 18:14:55,188,D2.4.50
Scotland  UK,100,Edinburgh,17/06/2018,17/06/2018 17:00:58,17/06/2018 19:20:52,8394,17/06/2018 17:29:46,17/06/2018 17:57:19,17/06/2018 18:02:55,17/06/2018 18:07:23,268,17/06/2018 18:07:57,17/06/2018 18:11:04,187,D2.4.50
Scotland  UK,102,Glasgow,17/06/2018,17/06/2018 18:13:17,18/06/2018 00:36:04,22967,17/06/2018 18:35:46,17/06/2018 20:55:05,17/06/2018 21:14:52,17/06/2018 21:20:41,349,17/06/2018 21:23:05,17/06/2018 21:27:15,250,D2.4.50
England  UK,103,Wallasey,17/06/2018,17/06/2018 16:08:53,17/06/2018 17:33:41,5088,17/06/2018 16:42:09,17/06/2018 17:01:12,17/06/2018 17:05:07,17/06/2018 17:09:27,260,17/06/2018 17:09:33,17/06/2018 17:12:15,162,D2.4.50
England  UK,104,Halifax,17/06/2018,17/06/2018 16:21:25,17/06/2018 18:37:12,8147,17/06/2018 16:42:52,17/06/2018 17:58:28,17/06/2018 18:09:13,17/06/2018 18:14:37,324,17/06/2018 18:14:57,17/06/2018 18:18:52,235,D2.4.50
England  UK,106,Leeds,17/06/2018,17/06/2018 17:13:48,0,0,17/06/2018 17:57:10,0,17/06/2018 18:06:36,17/06/2018 18:11:20,284,0,0,0,D2.4.50
Scotland  UK,108,Livingston,17/06/2018,17/06/2018 17:09:00,17/06/2018 18:44:40,5740,17/06/2018 17:30:57,17/06/2018 17:57:51,17/06/2018 18:02:46,17/06/2018 18:07:05,259,17/06/2018 18:07:50,17/06/2018 18:10:56,186,D2.4.50
Scotland  UK,110,Perth,17/06/2018,17/06/2018 16:11:31,17/06/2018 17:47:55,5784,17/06/2018 16:43:19,17/06/2018 17:02:42,17/06/2018 17:06:48,17/06/2018 17:11:02,254,17/06/2018 17:11:32,17/06/2018 17:14:11,159,D2.4.50
England  UK,111,Preston,17/06/2018,17/06/2018 17:35:23,17/06/2018 20:34:07,10724,17/06/2018 18:24:43,17/06/2018 19:09:12,17/06/2018 19:20:17,17/06/2018 19:24:41,264,17/06/2018 19:27:42,17/06/2018 19:30:26,164,D2.4.50
England  UK,113,Bradford Idle,17/06/2018,17/06/2018 16:17:32,17/06/2018 17:37:41,4809,17/06/2018 16:39:27,17/06/2018 17:09:33,17/06/2018 17:15:08,17/06/2018 17:19:27,259,17/06/2018 17:20:14,17/06/2018 17:23:00,166,D2.4.50
England  UK,114,Dewsbury,17/06/2018,17/06/2018 17:29:49,17/06/2018 18:53:33,5024,17/06/2018 18:04:00,17/06/2018 18:29:33,17/06/2018 18:35:58,17/06/2018 18:40:33,275,17/06/2018 18:41:45,17/06/2018 18:44:37,172,D2.4.50
England  UK,116,Hull,17/06/2018,17/06/2018 16:21:43,17/06/2018 19:51:48,12605,17/06/2018 17:02:07,17/06/2018 17:32:28,17/06/2018 17:39:54,17/06/2018 17:44:17,263,17/06/2018 17:45:59,17/06/2018 17:48:51,172,D2.4.50
England  UK,117,Middlesbrough,17/06/2018,17/06/2018 17:45:41,0,0,17/06/2018 18:35:32,0,17/06/2018 18:44:47,17/06/2018 18:49:17,270,0,0,0,D2.4.50
England  UK,118,Northwich,17/06/2018,17/06/2018 16:04:01,17/06/2018 17:58:18,6857,17/06/2018 16:47:57,17/06/2018 17:05:51,17/06/2018 17:09:36,17/06/2018 17:13:30,234,17/06/2018 17:13:43,17/06/2018 17:15:52,129,D2.4.50
England  UK,119,Sheffield,17/06/2018,17/06/2018 17:31:46,17/06/2018 19:30:26,7120,17/06/2018 18:18:13,17/06/2018 18:52:31,17/06/2018 19:03:07,17/06/2018 19:07:41,274,17/06/2018 19:09:57,17/06/2018 19:12:46,169,D2.4.50
England  UK,120,Grimsby,17/06/2018,17/06/2018 16:16:27,17/06/2018 17:21:28,3901,17/06/2018 16:38:30,17/06/2018 17:02:14,17/06/2018 17:07:40,17/06/2018 17:12:13,273,17/06/2018 17:12:57,17/06/2018 17:15:49,172,D2.4.50
England  UK,121,York,17/06/2018,17/06/2018 17:09:13,17/06/2018 19:19:40,7827,17/06/2018 17:48:23,17/06/2018 18:23:03,17/06/2018 18:31:19,17/06/2018 18:34:57,218,17/06/2018 18:35:06,17/06/2018 18:37:54,168,D2.4.50
England  UK,122,Wakefield,17/06/2018,17/06/2018 16:27:16,17/06/2018 18:00:27,5591,17/06/2018 17:04:07,17/06/2018 17:33:39,17/06/2018 17:44:05,17/06/2018 17:48:48,283,17/06/2018 17:50:54,17/06/2018 17:54:12,198,D2.4.50
England  UK,123,Widnes,17/06/2018,17/06/2018 17:20:48,17/06/2018 19:45:47,8699,17/06/2018 18:19:29,17/06/2018 19:06:12,17/06/2018 19:15:28,17/06/2018 19:24:12,524,17/06/2018 19:24:59,17/06/2018 19:32:28,449,D2.4.50
England  UK,125,Stockton,17/06/2018,17/06/2018 16:24:51,17/06/2018 17:49:24,5073,17/06/2018 16:48:04,17/06/2018 17:26:03,17/06/2018 17:33:29,17/06/2018 17:38:33,304,17/06/2018 17:40:11,17/06/2018 17:43:26,195,D2.4.50
England  UK,126,Stafford,17/06/2018,17/06/2018 15:54:16,17/06/2018 17:48:44,6868,17/06/2018 16:14:41,17/06/2018 17:18:16,17/06/2018 17:27:42,17/06/2018 17:31:51,249,0,0,0,D2.4.50
England  UK,127,Redditch,17/06/2018,17/06/2018 16:11:17,0,0,17/06/2018 16:33:07,0,17/06/2018 16:44:13,17/06/2018 16:48:42,269,0,0,0,D2.4.50
England  UK,129,Luton,17/06/2018,17/06/2018 17:32:15,17/06/2018 19:43:50,7895,17/06/2018 17:54:14,17/06/2018 18:31:34,17/06/2018 18:37:49,17/06/2018 18:42:13,264,17/06/2018 18:43:38,17/06/2018 18:46:24,166,D2.4.50
England  UK,131,Macclesfield,17/06/2018,17/06/2018 16:09:35,17/06/2018 17:50:09,6034,17/06/2018 16:30:32,17/06/2018 16:55:36,17/06/2018 17:00:02,17/06/2018 17:04:13,251,17/06/2018 17:04:49,17/06/2018 17:07:25,156,D2.4.50
England  UK,132,Norris Green,17/06/2018,17/06/2018 16:04:15,17/06/2018 17:04:20,3605,17/06/2018 16:25:23,17/06/2018 16:45:41,17/06/2018 16:49:26,17/06/2018 16:53:05,219,17/06/2018 16:53:23,17/06/2018 16:56:20,177,D2.4.50
England  UK,133,Weston0Super0Mare,17/06/2018,17/06/2018 16:39:06,17/06/2018 18:03:23,5057,17/06/2018 17:18:04,17/06/2018 17:41:42,17/06/2018 17:45:47,17/06/2018 17:49:55,248,17/06/2018 17:50:27,17/06/2018 17:53:13,166,D2.4.50
England  UK,134,Bolton,17/06/2018,17/06/2018 17:33:42,17/06/2018 20:09:27,9345,17/06/2018 18:17:16,17/06/2018 18:55:36,17/06/2018 19:07:01,17/06/2018 19:10:50,229,17/06/2018 19:15:09,17/06/2018 19:18:24,195,D2.4.50
England  UK,143,St Helens,17/06/2018,17/06/2018 16:39:47,0,0,17/06/2018 17:26:38,0,17/06/2018 17:37:54,17/06/2018 17:43:09,315,0,0,0,D2.4.50
Wales  UK,144,Haverfordwest,17/06/2018,17/06/2018 17:41:13,17/06/2018 19:01:10,4797,17/06/2018 18:15:20,17/06/2018 18:33:09,17/06/2018 18:36:34,17/06/2018 18:40:44,250,0,0,0,D2.4.50
England  UK,145,Sunderland,17/06/2018,17/06/2018 16:40:29,17/06/2018 18:33:43,6794,17/06/2018 17:19:35,17/06/2018 17:54:19,17/06/2018 18:16:05,17/06/2018 18:20:30,265,17/06/2018 18:22:28,17/06/2018 18:25:23,175,D2.4.50
England  UK,146,Farnborough,17/06/2018,17/06/2018 16:15:08,17/06/2018 18:01:40,6392,17/06/2018 16:47:11,17/06/2018 17:12:56,17/06/2018 17:17:01,17/06/2018 17:21:32,271,17/06/2018 17:21:50,17/06/2018 17:24:35,165,D2.4.50
England  UK,147,Yeovil,17/06/2018,17/06/2018 17:20:42,17/06/2018 19:46:55,8773,17/06/2018 18:07:05,17/06/2018 18:33:54,17/06/2018 18:41:59,17/06/2018 18:46:39,280,17/06/2018 18:47:56,17/06/2018 18:50:56,180,D2.4.50
England  UK,148,Hatfield,17/06/2018,17/06/2018 14:33:18,17/06/2018 16:15:45,6147,17/06/2018 14:54:18,17/06/2018 15:46:42,17/06/2018 15:53:58,17/06/2018 15:59:12,314,17/06/2018 15:59:41,17/06/2018 16:04:43,302,D2.4.50
Wales  UK,149,Rhyl,17/06/2018,17/06/2018 16:11:13,0,0,17/06/2018 16:32:05,0,17/06/2018 16:35:30,17/06/2018 16:39:49,259,0,0,0,D2.4.50
England  UK,150,Southport,17/06/2018,17/06/2018 16:14:28,17/06/2018 19:58:56,13468,17/06/2018 16:36:12,17/06/2018 17:48:14,17/06/2018 18:01:20,17/06/2018 18:05:49,269,17/06/2018 18:06:06,17/06/2018 18:09:06,180,D2.4.50
England  UK,152,Eastleigh,17/06/2018,17/06/2018 17:17:24,17/06/2018 18:45:18,5274,17/06/2018 17:54:33,17/06/2018 18:15:23,17/06/2018 18:20:09,17/06/2018 18:24:37,268,0,0,0,D2.4.50
Wales  UK,153,Abergavenny,17/06/2018,17/06/2018 16:28:15,17/06/2018 17:28:00,3585,17/06/2018 16:59:59,17/06/2018 17:12:26,17/06/2018 17:15:52,17/06/2018 17:20:00,248,17/06/2018 17:20:15,17/06/2018 17:22:48,153,D2.4.50
Wales  UK,154,Cwmbran,17/06/2018,17/06/2018 16:40:03,17/06/2018 19:41:02,10859,17/06/2018 17:23:13,17/06/2018 18:00:54,17/06/2018 18:08:10,17/06/2018 18:14:18,368,17/06/2018 18:15:51,17/06/2018 18:20:13,262,D2.4.50
